ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1784434374,2026-07-19T04:12:54Z,50000,49000,50000,47000,NA,0,0,3600000,1,performance
1784434375,2026-07-19T04:12:55Z,50000,49000,50000,47000,NA,0,0,3600000,1,performance
1784437602,2026-07-19T05:06:42Z,50000,48000,50000,47000,NA,0,0,3600000,1,performance
1784439506,2026-07-19T05:38:26Z,42000,41000,43000,39000,NA,0,0,3600000,1,performance
1784441015,2026-07-19T06:03:35Z,50000,49000,49000,47000,NA,0,0,3600000,1,performance
1784483780,2026-07-19T17:56:20Z,40000,38000,40000,37000,NA,0,0,3600000,1,performance
1784485022,2026-07-19T18:17:02Z,40000,37000,40000,37000,NA,0,0,3600000,1,performance
1784503423,2026-07-19T23:23:43Z,49000,47000,49000,45000,NA,0,0,3600000,1,performance
1784505125,2026-07-19T23:52:05Z,41000,41000,41000,39000,NA,0,0,3600000,1,performance
