ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1786238974,2026-08-09T01:29:34Z,38000,36000,37000,35000,NA,0,0,3600000,1,performance
1786238996,2026-08-09T01:29:56Z,41000,38000,41000,39000,NA,0,0,3600000,1,performance
1786238996,2026-08-09T01:29:56Z,41000,38000,41000,39000,NA,0,0,3600000,1,performance
1786238996,2026-08-09T01:29:56Z,41000,38000,41000,39000,NA,0,0,3600000,1,performance
1786239081,2026-08-09T01:31:21Z,46000,46000,46000,43000,NA,0,0,3600000,1,performance
1786239210,2026-08-09T01:33:30Z,51000,48000,51000,45000,NA,0,0,3600000,1,performance
1786239211,2026-08-09T01:33:31Z,51000,48000,51000,45000,NA,0,0,3600000,1,performance
1786239343,2026-08-09T01:35:43Z,42000,41000,43000,40000,NA,0,0,3600000,1,performance
1786262416,2026-08-09T08:00:16Z,46000,45000,46000,44000,NA,0,0,3600000,1,performance
1786262447,2026-08-09T08:00:47Z,44000,42000,43000,42000,NA,0,0,3600000,1,performance
1786262447,2026-08-09T08:00:47Z,44000,42000,43000,42000,NA,0,0,3600000,1,performance
1786262587,2026-08-09T08:03:07Z,45000,41000,46000,42000,NA,0,0,3600000,1,performance
1786262678,2026-08-09T08:04:38Z,46000,46000,46000,45000,NA,0,0,3600000,1,performance
1786262799,2026-08-09T08:06:39Z,45000,44000,45000,44000,NA,0,0,3600000,1,performance
1786262799,2026-08-09T08:06:39Z,45000,44000,45000,44000,NA,0,0,3600000,1,performance
1786262930,2026-08-09T08:08:50Z,43000,41000,43000,40000,NA,0,0,3600000,1,performance
1786300469,2026-08-09T18:34:29Z,46000,44000,46000,43000,NA,0,0,3600000,1,performance
1786300470,2026-08-09T18:34:30Z,47000,45000,47000,44000,NA,0,0,3600000,1,performance
1786300470,2026-08-09T18:34:30Z,47000,45000,47000,44000,NA,0,0,3600000,1,performance
1786300474,2026-08-09T18:34:34Z,46000,44000,46000,42000,NA,0,0,3600000,1,performance
1786300485,2026-08-09T18:34:45Z,46000,44000,46000,43000,NA,0,0,3600000,1,performance
1786300487,2026-08-09T18:34:47Z,45000,43000,45000,41000,NA,0,0,3600000,1,performance
1786300492,2026-08-09T18:34:52Z,45000,44000,45000,42000,NA,0,0,3600000,1,performance
1786300493,2026-08-09T18:34:53Z,45000,44000,45000,42000,NA,0,0,3600000,1,performance
1786300494,2026-08-09T18:34:54Z,46000,45000,45000,41000,NA,0,0,3600000,1,performance
1786300496,2026-08-09T18:34:56Z,45000,43000,45000,42000,NA,0,0,3600000,1,performance
1786300590,2026-08-09T18:36:30Z,43000,42000,43000,41000,NA,0,0,3600000,1,performance
1786300592,2026-08-09T18:36:32Z,43000,42000,43000,41000,NA,0,0,3600000,1,performance
1786300592,2026-08-09T18:36:32Z,43000,42000,43000,41000,NA,0,0,3600000,1,performance
1786300596,2026-08-09T18:36:36Z,42000,40000,42000,39000,NA,0,0,3600000,1,performance
