ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1784247766,2026-07-17T00:22:46Z,50000,47000,49000,46000,NA,0,0,3600000,1,performance
1784249502,2026-07-17T00:51:42Z,56000,53000,55000,52000,NA,0,0,3600000,1,performance
1784258169,2026-07-17T03:16:09Z,34000,34000,34000,32000,NA,0,0,3600000,1,performance
1784260294,2026-07-17T03:51:34Z,38000,38000,39000,38000,NA,0,0,3600000,1,performance
1784261777,2026-07-17T04:16:17Z,50000,48000,50000,47000,NA,0,0,3600000,1,performance
1784263356,2026-07-17T04:42:36Z,40000,37000,41000,37000,NA,0,0,3600000,1,performance
1784264844,2026-07-17T05:07:24Z,50000,49000,50000,48000,NA,0,0,3600000,1,performance
1784266344,2026-07-17T05:32:24Z,39000,39000,40000,39000,NA,0,0,3600000,1,performance
1784267836,2026-07-17T05:57:16Z,49000,47000,49000,46000,NA,0,0,3600000,1,performance
1784269538,2026-07-17T06:25:38Z,40000,38000,40000,38000,NA,0,0,3600000,1,performance
1784271021,2026-07-17T06:50:21Z,47000,47000,46000,47000,NA,0,0,3600000,1,performance
1784273113,2026-07-17T07:25:13Z,38000,38000,39000,37000,NA,0,0,3600000,1,performance
1784274601,2026-07-17T07:50:01Z,49000,47000,49000,47000,NA,0,0,3600000,1,performance
1784276167,2026-07-17T08:16:07Z,39000,38000,39000,37000,NA,0,0,3600000,1,performance
1784277657,2026-07-17T08:40:57Z,50000,46000,49000,46000,NA,0,0,3600000,1,performance
1784279568,2026-07-17T09:12:48Z,39000,37000,39000,37000,NA,0,0,3600000,1,performance
1784281057,2026-07-17T09:37:37Z,49000,49000,50000,48000,NA,0,0,3600000,1,performance
1784283179,2026-07-17T10:12:59Z,40000,37000,39000,36000,NA,0,0,3600000,1,performance
1784284669,2026-07-17T10:37:49Z,49000,49000,49000,46000,NA,0,0,3600000,1,performance
1784284669,2026-07-17T10:37:49Z,49000,49000,49000,46000,NA,0,0,3600000,1,performance
1784286153,2026-07-17T11:02:33Z,49000,47000,49000,46000,NA,0,0,3600000,1,performance
1784286591,2026-07-17T11:09:51Z,41000,39000,41000,39000,NA,0,0,3600000,1,performance
1784286854,2026-07-17T11:14:14Z,39000,39000,40000,37000,NA,0,0,3600000,1,performance
1784289564,2026-07-17T11:59:24Z,39000,37000,39000,37000,NA,0,0,3600000,1,performance
1784291049,2026-07-17T12:24:09Z,50000,48000,49000,47000,NA,0,0,3600000,1,performance
1784329429,2026-07-17T23:03:49Z,44000,44000,41000,38000,NA,0,0,3600000,1,performance
1784331095,2026-07-17T23:31:35Z,39000,38000,40000,37000,NA,0,0,3600000,1,performance
1784332739,2026-07-17T23:58:59Z,52000,48000,52000,47000,NA,0,0,3600000,1,performance
