ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1784938803,2026-07-25T00:20:03Z,43000,41000,42000,39000,NA,0,0,3600000,1,performance
1784940262,2026-07-25T00:44:22Z,48000,47000,49000,46000,NA,0,0,3600000,1,performance
1784966610,2026-07-25T08:03:30Z,52000,48000,51000,47000,NA,0,0,3600000,1,performance
1784966613,2026-07-25T08:03:33Z,49000,49000,49000,47000,NA,0,0,3600000,1,performance
1784966613,2026-07-25T08:03:33Z,49000,49000,49000,47000,NA,0,0,3600000,1,performance
1784966626,2026-07-25T08:03:46Z,49000,49000,49000,47000,NA,0,0,3600000,1,performance
1784966679,2026-07-25T08:04:39Z,49000,46000,48000,46000,NA,0,0,3600000,1,performance
1784966689,2026-07-25T08:04:49Z,49000,49000,51000,48000,NA,0,0,3600000,1,performance
1784966695,2026-07-25T08:04:55Z,50000,51000,49000,48000,NA,0,0,3600000,1,performance
1784966696,2026-07-25T08:04:56Z,50000,51000,49000,48000,NA,0,0,3600000,1,performance
1784966696,2026-07-25T08:04:56Z,50000,51000,49000,48000,NA,0,0,3600000,1,performance
1784966708,2026-07-25T08:05:08Z,50000,49000,51000,48000,NA,0,0,3600000,1,performance
1784966771,2026-07-25T08:06:11Z,47000,47000,47000,45000,NA,0,0,3600000,1,performance
1784966774,2026-07-25T08:06:14Z,47000,47000,48000,47000,NA,0,0,3600000,1,performance
1784966774,2026-07-25T08:06:14Z,47000,47000,48000,47000,NA,0,0,3600000,1,performance
1784966775,2026-07-25T08:06:15Z,47000,47000,48000,47000,NA,0,0,3600000,1,performance
1784966776,2026-07-25T08:06:16Z,50000,47000,49000,46000,NA,0,0,3600000,1,performance
1784966776,2026-07-25T08:06:16Z,50000,47000,49000,46000,NA,0,0,3600000,1,performance
1784966783,2026-07-25T08:06:23Z,48000,49000,49000,45000,NA,0,0,3600000,1,performance
1784966783,2026-07-25T08:06:23Z,48000,49000,49000,45000,NA,0,0,3600000,1,performance
1784966783,2026-07-25T08:06:23Z,48000,49000,49000,45000,NA,0,0,3600000,1,performance
1784966795,2026-07-25T08:06:35Z,50000,48000,49000,47000,NA,0,0,3600000,1,performance
