ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1781234332,2026-06-12T03:18:52Z,41000,41000,42000,40000,NA,0,0,3600000,1,performance
1781234787,2026-06-12T03:26:27Z,48000,47000,48000,45000,NA,0,0,3600000,1,performance
1781235101,2026-06-12T03:31:41Z,48000,46000,48000,44000,NA,0,0,3600000,1,performance
1781235657,2026-06-12T03:40:57Z,47000,46000,47000,42000,NA,0,0,3600000,1,performance
1781235688,2026-06-12T03:41:28Z,48000,46000,48000,44000,NA,0,0,3600000,1,performance
1781235693,2026-06-12T03:41:33Z,51000,46000,48000,44000,NA,0,0,3600000,1,performance
1781235693,2026-06-12T03:41:33Z,51000,46000,48000,44000,NA,0,0,3600000,1,performance
1781235696,2026-06-12T03:41:36Z,51000,46000,47000,45000,NA,0,0,3600000,1,performance
