ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1782711562,2026-06-29T05:39:22Z,42000,42000,45000,42000,NA,0,0,3600000,1,performance
1782712471,2026-06-29T05:54:31Z,47000,47000,46000,44000,NA,0,0,3600000,1,performance
1782712599,2026-06-29T05:56:39Z,49000,48000,49000,44000,NA,0,0,3600000,1,performance
1782713034,2026-06-29T06:03:54Z,50000,48000,49000,46000,NA,0,0,3600000,1,performance
1782713034,2026-06-29T06:03:54Z,50000,48000,49000,46000,NA,0,0,3600000,1,performance
1782713642,2026-06-29T06:14:02Z,47000,46000,46000,44000,NA,0,0,3600000,1,performance
1782713812,2026-06-29T06:16:52Z,40000,39000,40000,37000,NA,0,0,3600000,1,performance
1782713937,2026-06-29T06:18:57Z,48000,43000,48000,40000,NA,0,0,3600000,1,performance
1782714115,2026-06-29T06:21:55Z,40000,39000,41000,37000,NA,0,0,3600000,1,performance
1782714804,2026-06-29T06:33:24Z,45000,43000,45000,40000,NA,0,0,3600000,1,performance
1782714804,2026-06-29T06:33:24Z,45000,43000,45000,40000,NA,0,0,3600000,1,performance
1782715207,2026-06-29T06:40:07Z,45000,45000,47000,42000,NA,0,0,3600000,1,performance
1782715207,2026-06-29T06:40:07Z,45000,45000,47000,42000,NA,0,0,3600000,1,performance
1782716225,2026-06-29T06:57:05Z,47000,46000,46000,43000,NA,0,0,3600000,1,performance
1782716240,2026-06-29T06:57:20Z,45000,44000,46000,43000,NA,0,0,3600000,1,performance
1782716859,2026-06-29T07:07:39Z,48000,48000,48000,45000,NA,0,0,3600000,1,performance
1782716859,2026-06-29T07:07:39Z,48000,48000,48000,45000,NA,0,0,3600000,1,performance
1782718007,2026-06-29T07:26:47Z,50000,49000,49000,46000,NA,0,0,3600000,1,performance
1782759251,2026-06-29T18:54:11Z,44000,44000,44000,42000,NA,0,0,3600000,1,performance
1782759622,2026-06-29T19:00:22Z,47000,46000,47000,45000,NA,0,0,3600000,1,performance
1782759622,2026-06-29T19:00:22Z,47000,46000,47000,45000,NA,0,0,3600000,1,performance
1782761378,2026-06-29T19:29:38Z,47000,46000,47000,44000,NA,0,0,3600000,1,performance
1782761378,2026-06-29T19:29:38Z,47000,46000,47000,44000,NA,0,0,3600000,1,performance
1782761597,2026-06-29T19:33:17Z,47000,46000,49000,45000,NA,0,0,3600000,1,performance
1782761597,2026-06-29T19:33:17Z,47000,46000,49000,45000,NA,0,0,3600000,1,performance
1782762213,2026-06-29T19:43:33Z,48000,47000,48000,46000,NA,0,0,3600000,1,performance
1782764283,2026-06-29T20:18:03Z,45000,44000,45000,43000,NA,0,0,3600000,1,performance
1782764663,2026-06-29T20:24:23Z,47000,47000,48000,45000,NA,0,0,3600000,1,performance
1782764663,2026-06-29T20:24:23Z,47000,47000,48000,45000,NA,0,0,3600000,1,performance
1782765495,2026-06-29T20:38:15Z,47000,46000,48000,44000,NA,0,0,3600000,1,performance
