ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1786002010,2026-08-06T07:40:10Z,47000,46000,47000,43000,NA,0,0,3600000,1,performance
1786002013,2026-08-06T07:40:13Z,48000,46000,49000,45000,NA,0,0,3600000,1,performance
1786002013,2026-08-06T07:40:13Z,48000,46000,49000,45000,NA,0,0,3600000,1,performance
1786002024,2026-08-06T07:40:24Z,47000,47000,47000,44000,NA,0,0,3600000,1,performance
1786002093,2026-08-06T07:41:33Z,50000,48000,50000,47000,NA,0,0,3600000,1,performance
1786002110,2026-08-06T07:41:50Z,47000,46000,47000,45000,NA,0,0,3600000,1,performance
1786002110,2026-08-06T07:41:50Z,47000,46000,47000,45000,NA,0,0,3600000,1,performance
1786002125,2026-08-06T07:42:05Z,48000,46000,47000,45000,NA,0,0,3600000,1,performance
1786002532,2026-08-06T07:48:52Z,50000,47000,51000,46000,NA,0,0,3600000,1,performance
1786002535,2026-08-06T07:48:55Z,50000,47000,49000,46000,NA,0,0,3600000,1,performance
1786002535,2026-08-06T07:48:55Z,50000,47000,49000,46000,NA,0,0,3600000,1,performance
1786002549,2026-08-06T07:49:09Z,48000,46000,49000,44000,NA,0,0,3600000,1,performance
1786002599,2026-08-06T07:49:59Z,48000,46000,48000,45000,NA,0,0,3600000,1,performance
1786002611,2026-08-06T07:50:11Z,47000,47000,47000,44000,NA,0,0,3600000,1,performance
1786002616,2026-08-06T07:50:16Z,45000,45000,45000,43000,NA,0,0,3600000,1,performance
1786002617,2026-08-06T07:50:17Z,46000,46000,47000,43000,NA,0,0,3600000,1,performance
1786002618,2026-08-06T07:50:18Z,46000,46000,47000,43000,NA,0,0,3600000,1,performance
1786002633,2026-08-06T07:50:33Z,46000,45000,46000,43000,NA,0,0,3600000,1,performance
1786002703,2026-08-06T07:51:43Z,49000,46000,49000,44000,NA,0,0,3600000,1,performance
1786002706,2026-08-06T07:51:46Z,48000,45000,49000,45000,NA,0,0,3600000,1,performance
1786002706,2026-08-06T07:51:46Z,48000,45000,49000,45000,NA,0,0,3600000,1,performance
1786002720,2026-08-06T07:52:00Z,47000,45000,47000,45000,NA,0,0,3600000,1,performance
1786002770,2026-08-06T07:52:50Z,49000,46000,48000,44000,NA,0,0,3600000,1,performance
1786002782,2026-08-06T07:53:02Z,47000,46000,47000,45000,NA,0,0,3600000,1,performance
1786002787,2026-08-06T07:53:07Z,47000,45000,47000,45000,NA,0,0,3600000,1,performance
1786002788,2026-08-06T07:53:08Z,46000,44000,45000,44000,NA,0,0,3600000,1,performance
1786002789,2026-08-06T07:53:09Z,46000,44000,45000,44000,NA,0,0,3600000,1,performance
1786002804,2026-08-06T07:53:24Z,49000,46000,48000,45000,NA,0,0,3600000,1,performance
1786002874,2026-08-06T07:54:34Z,48000,46000,49000,45000,NA,0,0,3600000,1,performance
1786002878,2026-08-06T07:54:38Z,48000,47000,49000,45000,NA,0,0,3600000,1,performance
1786002878,2026-08-06T07:54:38Z,48000,47000,49000,45000,NA,0,0,3600000,1,performance
1786002904,2026-08-06T07:55:04Z,47000,46000,48000,45000,NA,0,0,3600000,1,performance
1786003197,2026-08-06T07:59:57Z,46000,45000,46000,44000,NA,0,0,3600000,1,performance
1786003200,2026-08-06T08:00:00Z,47000,46000,47000,44000,NA,0,0,3600000,1,performance
1786003200,2026-08-06T08:00:00Z,47000,46000,47000,44000,NA,0,0,3600000,1,performance
1786003214,2026-08-06T08:00:14Z,48000,46000,48000,45000,NA,0,0,3600000,1,performance
1786003265,2026-08-06T08:01:05Z,48000,46000,47000,45000,NA,0,0,3600000,1,performance
1786003277,2026-08-06T08:01:17Z,47000,47000,47000,45000,NA,0,0,3600000,1,performance
1786003282,2026-08-06T08:01:22Z,47000,45000,46000,43000,NA,0,0,3600000,1,performance
