ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1783820145,2026-07-12T01:35:45Z,47000,47000,48000,45000,NA,0,0,3600000,1,performance
1783822247,2026-07-12T02:10:47Z,40000,38000,40000,38000,NA,0,0,3600000,1,performance
1783823741,2026-07-12T02:35:41Z,48000,47000,48000,46000,NA,0,0,3600000,1,performance
1783825815,2026-07-12T03:10:15Z,40000,40000,39000,38000,NA,0,0,3600000,1,performance
1783827311,2026-07-12T03:35:11Z,49000,47000,48000,45000,NA,0,0,3600000,1,performance
1783829417,2026-07-12T04:10:17Z,40000,38000,39000,37000,NA,0,0,3600000,1,performance
1783830913,2026-07-12T04:35:13Z,50000,47000,49000,46000,NA,0,0,3600000,1,performance
1783833006,2026-07-12T05:10:06Z,39000,38000,38000,36000,NA,0,0,3600000,1,performance
1783834500,2026-07-12T05:35:00Z,48000,47000,48000,46000,NA,0,0,3600000,1,performance
1783836635,2026-07-12T06:10:35Z,40000,37000,40000,36000,NA,0,0,3600000,1,performance
1783838128,2026-07-12T06:35:28Z,49000,46000,48000,46000,NA,0,0,3600000,1,performance
1783840472,2026-07-12T07:14:32Z,41000,38000,41000,38000,NA,0,0,3600000,1,performance
1783841965,2026-07-12T07:39:25Z,48000,46000,48000,46000,NA,0,0,3600000,1,performance
1783844313,2026-07-12T08:18:33Z,39000,38000,40000,37000,NA,0,0,3600000,1,performance
1783845861,2026-07-12T08:44:21Z,52000,49000,52000,47000,NA,0,0,3600000,1,performance
1783848214,2026-07-12T09:23:34Z,41000,38000,41000,38000,NA,0,0,3600000,1,performance
1783849727,2026-07-12T09:48:47Z,48000,47000,48000,45000,NA,0,0,3600000,1,performance
1783852093,2026-07-12T10:28:13Z,40000,39000,39000,38000,NA,0,0,3600000,1,performance
1783853603,2026-07-12T10:53:23Z,49000,47000,49000,46000,NA,0,0,3600000,1,performance
