ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1785289145,2026-07-29T01:39:05Z,46000,42000,46000,42000,NA,0,0,3600000,1,performance
1785291271,2026-07-29T02:14:31Z,52000,51000,52000,49000,NA,0,0,3600000,1,performance
1785297682,2026-07-29T04:01:22Z,43000,43000,43000,43000,NA,0,0,3600000,1,performance
1785299665,2026-07-29T04:34:25Z,52000,51000,52000,50000,NA,0,0,3600000,1,performance
1785305842,2026-07-29T06:17:22Z,45000,44000,46000,41000,NA,0,0,3600000,1,performance
1785307350,2026-07-29T06:42:30Z,53000,52000,53000,50000,NA,0,0,3600000,1,performance
1785315749,2026-07-29T09:02:29Z,45000,44000,45000,42000,NA,0,0,3600000,1,performance
1785318764,2026-07-29T09:52:44Z,52000,52000,52000,50000,NA,0,0,3600000,1,performance
1785322253,2026-07-29T10:50:53Z,44000,43000,44000,41000,NA,0,0,3600000,1,performance
1785325536,2026-07-29T11:45:36Z,46000,44000,46000,42000,NA,0,0,3600000,1,performance
1785327905,2026-07-29T12:25:05Z,43000,41000,43000,39000,NA,0,0,3600000,1,performance
1785332038,2026-07-29T13:33:58Z,48000,47000,48000,44000,NA,0,0,3600000,1,performance
1785337151,2026-07-29T14:59:11Z,39000,39000,41000,38000,NA,0,0,3600000,1,performance
1785343707,2026-07-29T16:48:27Z,46000,45000,46000,43000,NA,0,0,3600000,1,performance
1785369276,2026-07-29T23:54:36Z,41000,39000,42000,39000,NA,0,0,3600000,1,performance
