ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1784141923,2026-07-15T18:58:43Z,46000,44000,46000,42000,NA,0,0,3600000,1,performance
1784141942,2026-07-15T18:59:02Z,47000,46000,48000,44000,NA,0,0,3600000,1,performance
1784142084,2026-07-15T19:01:24Z,46000,43000,46000,42000,NA,0,0,3600000,1,performance
1784142101,2026-07-15T19:01:41Z,43000,41000,43000,39000,NA,0,0,3600000,1,performance
1784142125,2026-07-15T19:02:05Z,46000,45000,46000,43000,NA,0,0,3600000,1,performance
1784142154,2026-07-15T19:02:34Z,45000,43000,44000,40000,NA,0,0,3600000,1,performance
1784142178,2026-07-15T19:02:58Z,45000,45000,45000,44000,NA,0,0,3600000,1,performance
1784142195,2026-07-15T19:03:15Z,44000,42000,44000,42000,NA,0,0,3600000,1,performance
