ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1781408410,2026-06-14T03:40:10Z,41000,40000,41000,37000,NA,0,0,3600000,1,performance
1781408423,2026-06-14T03:40:23Z,42000,41000,42000,39000,NA,0,0,3600000,1,performance
1781408529,2026-06-14T03:42:09Z,40000,40000,41000,40000,NA,0,0,3600000,1,performance
1781408552,2026-06-14T03:42:32Z,44000,44000,45000,40000,NA,0,0,3600000,1,performance
1781408754,2026-06-14T03:45:54Z,39000,38000,39000,38000,NA,0,0,3600000,1,performance
1781408766,2026-06-14T03:46:06Z,42000,40000,42000,39000,NA,0,0,3600000,1,performance
1781409411,2026-06-14T03:56:51Z,43000,41000,44000,40000,NA,0,0,3600000,1,performance
1781409415,2026-06-14T03:56:55Z,44000,41000,42000,39000,NA,0,0,3600000,1,performance
1781409415,2026-06-14T03:56:55Z,44000,41000,42000,39000,NA,0,0,3600000,1,performance
1781409422,2026-06-14T03:57:02Z,41000,40000,41000,39000,NA,0,0,3600000,1,performance
1781409422,2026-06-14T03:57:02Z,41000,40000,41000,39000,NA,0,0,3600000,1,performance
1781409425,2026-06-14T03:57:05Z,47000,40000,42000,39000,NA,0,0,3600000,1,performance
1781409425,2026-06-14T03:57:05Z,47000,40000,42000,39000,NA,0,0,3600000,1,performance
1781409429,2026-06-14T03:57:09Z,42000,40000,43000,40000,NA,0,0,3600000,1,performance
1781439040,2026-06-14T12:10:40Z,35000,35000,35000,33000,NA,0,0,3600000,1,performance
1781439061,2026-06-14T12:11:01Z,38000,38000,37000,35000,NA,0,0,3600000,1,performance
1781441649,2026-06-14T12:54:09Z,46000,46000,47000,44000,NA,0,0,3600000,1,performance
1781441650,2026-06-14T12:54:10Z,46000,46000,47000,44000,NA,0,0,3600000,1,performance
1781441650,2026-06-14T12:54:10Z,46000,46000,47000,44000,NA,0,0,3600000,1,performance
1781441652,2026-06-14T12:54:12Z,46000,39000,42000,39000,NA,0,0,3600000,1,performance
1781480340,2026-06-14T23:39:00Z,40000,39000,40000,38000,NA,0,0,3600000,1,performance
1781480344,2026-06-14T23:39:04Z,44000,37000,40000,38000,NA,0,0,3600000,1,performance
1781480344,2026-06-14T23:39:04Z,44000,37000,40000,38000,NA,0,0,3600000,1,performance
1781480370,2026-06-14T23:39:30Z,45000,38000,40000,37000,NA,0,0,3600000,1,performance
