ts_epoch,ts_iso,pkg_mC,core0_mC,core1_mC,core2_mC,core3_mC,core3_throttle,pkg_throttle,cpu3_freq_khz,no_turbo,gov_cpu3
1782197496,2026-06-23T06:51:36Z,40000,37000,40000,37000,NA,0,0,3600000,1,performance
1782197579,2026-06-23T06:52:59Z,43000,41000,43000,39000,NA,0,0,3600000,1,performance
1782197579,2026-06-23T06:52:59Z,43000,41000,43000,39000,NA,0,0,3600000,1,performance
1782197633,2026-06-23T06:53:53Z,45000,42000,46000,43000,NA,0,0,3600000,1,performance
1782197729,2026-06-23T06:55:29Z,40000,40000,39000,36000,NA,0,0,3600000,1,performance
1782197938,2026-06-23T06:58:58Z,46000,44000,45000,43000,NA,0,0,3600000,1,performance
1782198068,2026-06-23T07:01:08Z,40000,39000,40000,38000,NA,0,0,3600000,1,performance
1782198122,2026-06-23T07:02:02Z,45000,43000,44000,41000,NA,0,0,3600000,1,performance
1782198122,2026-06-23T07:02:02Z,45000,43000,44000,41000,NA,0,0,3600000,1,performance
1782198157,2026-06-23T07:02:37Z,44000,41000,45000,41000,NA,0,0,3600000,1,performance
1782198225,2026-06-23T07:03:45Z,42000,40000,41000,39000,NA,0,0,3600000,1,performance
1782198225,2026-06-23T07:03:45Z,42000,40000,41000,39000,NA,0,0,3600000,1,performance
1782198225,2026-06-23T07:03:45Z,42000,40000,41000,39000,NA,0,0,3600000,1,performance
1782198260,2026-06-23T07:04:20Z,45000,42000,45000,40000,NA,0,0,3600000,1,performance
1782198329,2026-06-23T07:05:29Z,40000,41000,41000,40000,NA,0,0,3600000,1,performance
1782198698,2026-06-23T07:11:38Z,46000,44000,46000,42000,NA,0,0,3600000,1,performance
1782199844,2026-06-23T07:30:44Z,43000,38000,43000,37000,NA,0,0,3600000,1,performance
1782200012,2026-06-23T07:33:32Z,44000,44000,43000,42000,NA,0,0,3600000,1,performance
